origin_region_id,destination_city_id,industry_group_id,year,compute_condition,inflow_2025,inflow_sim,log_inflow_sim,relative_cost_change,cost_ref,cost_now
hokkaido_outside,sendai,chem_polymer,2025,quantum_enabled,136,137.59796080631753,4.9243361056679005,-0.0021508810751572926,8382.74380125,8364.71351625
hokkaido_outside,sendai,inorganic,2025,classical_only,96,97.147776,4.576233283127033,0.0,9519.0152512,9519.0152512
hokkaido_outside,sendai,inorganic,2025,quantum_enabled,96,97.17315259572368,4.576494465451051,-0.001517581978679824,9519.0152512,9504.5693652
hokkaido_outside,nagoya,metal,2025,classical_only,146,148.404912,4.999944429915955,0.0,13695.92168,13695.92168
hokkaido_outside,nagoya,metal,2025,quantum_enabled,146,148.4896700542995,5.0005153938993026,-0.0027794493053788917,13695.92168,13657.85456
hokkaido_outside,nagoya,chem_polymer,2025,classical_only,121,122.89001999999999,4.811289809043664,0.0,12896.528925,12896.528925
hokkaido_outside,nagoya,chem_polymer,2025,quantum_enabled,121,122.93419615425577,4.81164922159807,-0.0021508810751573685,12896.528925,12868.790024999998
hokkaido_outside,nagoya,inorganic,2025,classical_only,107,108.51939999999999,4.686928958840688,0.0,14644.638848,14644.638848
hokkaido_outside,nagoya,inorganic,2025,quantum_enabled,107,108.54278397381876,4.687144417595236,-0.0015175819786798718,14644.638848,14622.414408
hokkaido_outside,hiroshima,metal,2025,classical_only,62,62.407340000000005,4.133682896662855,0.0,18489.494268,18489.494268
hokkaido_outside,hiroshima,metal,2025,quantum_enabled,62,62.43489098450112,4.1341242695016955,-0.002779449305378872,18489.494268,18438.103656
hokkaido_outside,hiroshima,chem_polymer,2025,classical_only,47,47.356824,3.857710927516263,0.0,17410.31404875,17410.31404875
hokkaido_outside,hiroshima,chem_polymer,2025,quantum_enabled,47,47.37282966922798,3.8580488506218655,-0.0021508810751571963,17410.31404875,17372.86653375
hokkaido_outside,hiroshima,inorganic,2025,classical_only,48,48.357408,3.8786194262952787,0.0,19770.262444800002,19770.262444800002
hokkaido_outside,hiroshima,inorganic,2025,quantum_enabled,48,48.36796422741065,3.8788376984447566,-0.0015175819786799867,19770.262444800002,19740.2594508
hokkaido_outside,fukuoka,metal,2025,classical_only,57,57.631332,4.054066378143474,0.0,21913.474688,21913.474688
hokkaido_outside,fukuoka,metal,2025,quantum_enabled,57,57.65358249063625,4.054452386859547,-0.0027794493053787924,21913.474688,21852.567296
hokkaido_outside,fukuoka,chem_polymer,2025,classical_only,58,58.691824000000004,4.07230043263562,0.0,20634.44628,20634.44628
hokkaido_outside,fukuoka,chem_polymer,2025,quantum_enabled,58,58.70799426472833,4.072575906057463,-0.0021508810751573334,20634.44628,20590.064039999997
hokkaido_outside,fukuoka,inorganic,2025,classical_only,38,38.46405600000001,3.649724194818505,0.0,23431.422156800003,23431.422156800003
hokkaido_outside,fukuoka,inorganic,2025,quantum_enabled,38,38.47119794639624,3.6499098560349275,-0.0015175819786798716,23431.422156800003,23395.863052800003
tohoku_outside,tokyo,metal,2025,classical_only,490,506.2288000000001,6.226988741000692,0.0,4793.572588,4793.572588
tohoku_outside,tokyo,metal,2025,quantum_enabled,490,506.587968567208,6.2276979879117045,-0.002779449305378816,4793.572588,4780.2490960000005
tohoku_outside,tokyo,chem_polymer,2025,classical_only,475,490.2950000000001,6.195007250767131,0.0,4513.78512375,4513.78512375
tohoku_outside,tokyo,chem_polymer,2025,quantum_enabled,475,490.5194921256508,6.195465017513795,-0.002150881075157308,4513.78512375,4504.076508749999
tohoku_outside,tokyo,inorganic,2025,classical_only,376,387.76128,5.960389892542607,0.0,5125.6235968,5125.6235968
tohoku_outside,tokyo,inorganic,2025,quantum_enabled,376,387.8749460866817,5.960682983771903,-0.001517581978679783,5125.6235968,5117.845042800001
tohoku_outside,osaka,metal,2025,classical_only,201,204.88573199999996,5.3224524188525075,0.0,12326.329512,12326.329512
tohoku_outside,osaka,metal,2025,quantum_enabled,201,204.99515378247264,5.322986338773478,-0.002779449305378921,12326.329512,12292.069104
tohoku_outside,osaka,chem_polymer,2025,classical_only,204,208.38191999999998,5.339372549877668,0.0,11606.8760325,11606.8760325
tohoku_outside,osaka,chem_polymer,2025,quantum_enabled,204,208.46375424924128,5.339765185595622,-0.002150881075157353,11606.8760325,11581.911022499999
tohoku_outside,osaka,inorganic,2025,classical_only,157,160.428566,5.077848771845195,0.0,13180.174963200001,13180.174963200001
tohoku_outside,osaka,inorganic,2025,quantum_enabled,157,160.47072670459147,5.078111537801946,-0.0015175819786799407,13180.174963200001,13160.1729672
tohoku_outside,sapporo,metal,2025,classical_only,156,158.19024000000002,5.063798359372242,0.0,9587.145176,9587.145176
tohoku_outside,sapporo,metal,2025,quantum_enabled,156,158.29106236962951,5.064435505214891,-0.002779449305378816,9587.145176,9560.498192000001
tohoku_outside,sapporo,chem_polymer,2025,classical_only,120,121.50336,4.799941916719217,0.0,9027.5702475,9027.5702475
tohoku_outside,sapporo,chem_polymer,2025,quantum_enabled,120,121.54925526711801,4.800319573776007,-0.002150881075157308,9027.5702475,9008.153017499999
tohoku_outside,sapporo,inorganic,2025,classical_only,92,93.172448,4.534452055669058,0.0,10251.2471936,10251.2471936
tohoku_outside,sapporo,inorganic,2025,quantum_enabled,92,93.19601602495516,4.534704974264531,-0.001517581978679783,10251.2471936,10235.690085600001
tohoku_outside,sendai,metal,2025,classical_only,273,276.852576,5.623485147903311,0.0,753.2756924,753.2756924
tohoku_outside,sendai,metal,2025,quantum_enabled,273,277.0476336696788,5.624189454109869,-0.0027794493053788375,753.2756924,751.1820008000001
tohoku_outside,sendai,chem_polymer,2025,classical_only,279,282.93724799999995,5.645225134539717,0.0,709.309090875,709.309090875
tohoku_outside,sendai,chem_polymer,2025,quantum_enabled,279,283.06945191142324,5.645692280648935,-0.0021508810751573815,709.309090875,707.7834513749999
tohoku_outside,sendai,inorganic,2025,classical_only,185,187.68323999999998,5.234755648183264,0.0,805.4551366400001,805.4551366400001
tohoku_outside,sendai,inorganic,2025,quantum_enabled,185,187.74256472600018,5.2350716878680545,-0.0015175819786799564,805.4551366400001,804.23279244
tohoku_outside,nagoya,metal,2025,classical_only,184,187.344384,5.232948548809623,0.0,9587.145176,9587.145176
tohoku_outside,nagoya,metal,2025,quantum_enabled,184,187.4622525459885,5.233577505388196,-0.002779449305378816,9587.145176,9560.498192000001
tohoku_outside,nagoya,chem_polymer,2025,classical_only,162,165.036528,5.106166831217424,0.0,9027.5702475,9027.5702475
tohoku_outside,nagoya,chem_polymer,2025,quantum_enabled,162,165.10750192055633,5.1065967885403944,-0.002150881075157308,9027.5702475,9008.153017499999
tohoku_outside,nagoya,inorganic,2025,classical_only,157,159.58610399999998,5.072583613555926,0.0,10251.2471936,10251.2471936
tohoku_outside,nagoya,inorganic,2025,quantum_enabled,157,159.62590483469037,5.072832982839005,-0.001517581978679783,10251.2471936,10235.690085600001
tohoku_outside,hiroshima,metal,2025,classical_only,64,64.51392,4.166881014470734,0.0,15750.309932,15750.309932
tohoku_outside,hiroshima,metal,2025,quantum_enabled,64,64.54867966503367,4.167419662630066,-0.0027794493053789147,15750.309932,15706.532744
tohoku_outside,hiroshima,chem_polymer,2025,classical_only,72,72.56764799999999,4.284519202678014,0.0,14831.00826375,14831.00826375
tohoku_outside,hiroshima,chem_polymer,2025,quantum_enabled,72,72.59311037396006,4.2848700188973075,-0.0021508810751572644,14831.00826375,14799.10852875
tohoku_outside,hiroshima,inorganic,2025,classical_only,57,57.399456,4.050034825928694,0.0,16841.3346752,16841.3346752
tohoku_outside,hiroshima,inorganic,2025,quantum_enabled,57,57.41125413651778,4.0502403492034,-0.001517581978679899,16841.3346752,16815.7765692
tohoku_outside,fukuoka,metal,2025,classical_only,77,77.96219200000002,4.356223991227154,0.0,18489.494268,18489.494268
tohoku_outside,fukuoka,metal,2025,quantum_enabled,77,77.99610322909385,4.356658866840259,-0.002779449305378872,18489.494268,18438.103656
tohoku_outside,fukuoka,chem_polymer,2025,classical_only,80,81.11328,4.395846696174745,0.0,17410.31404875,17410.31404875
tohoku_outside,fukuoka,chem_polymer,2025,quantum_enabled,80,81.13930111565479,4.396167444426624,-0.0021508810751571963,17410.31404875,17372.86653375
tohoku_outside,fukuoka,inorganic,2025,classical_only,53,53.662288000000004,3.9827104829255915,0.0,19770.262444800002,19770.262444800002
tohoku_outside,fukuoka,inorganic,2025,quantum_enabled,53,53.67248079008324,3.9829004081516626,-0.0015175819786799867,19770.262444800002,19740.2594508
kanto_outside,tokyo,metal,2025,classical_only,1327,1370.9502400000001,7.2232593842282276,0.0,890.2349092,890.2349092
kanto_outside,tokyo,metal,2025,quantum_enabled,1327,1371.922927119765,7.22396863113924,-0.0027794493053787794,890.2349092,887.7605464000001
kanto_outside,tokyo,chem_polymer,2025,classical_only,1353,1399.6785,7.243997846374248,0.0,838.274380125,838.274380125
kanto_outside,tokyo,chem_polymer,2025,quantum_enabled,1353,1400.3636229609147,7.244487212565542,-0.00215088107515732,838.274380125,836.4713516249999
kanto_outside,tokyo,inorganic,2025,classical_only,1099,1135.90442,7.03518445841741,0.0,951.9015251200001,951.9015251200001
kanto_outside,tokyo,inorganic,2025,quantum_enabled,1099,1136.2610802446889,7.035498397034627,-0.0015175819786798477,951.9015251200001,950.4569365200001
kanto_outside,osaka,metal,2025,classical_only,494,505.84908399999995,6.226238371836778,0.0,6847.96084,6847.96084
kanto_outside,osaka,metal,2025,quantum_enabled,494,506.18275289223135,6.226897775804436,-0.0027794493053788917,6847.96084,6828.92728
kanto_outside,osaka,chem_polymer,2025,classical_only,541,553.7827479999999,6.316772458211179,0.0,6448.2644625,6448.2644625
kanto_outside,osaka,chem_polymer,2025,quantum_enabled,541,554.0214713417818,6.317203442930877,-0.0021508810751573685,6448.2644625,6434.395012499999
kanto_outside,osaka,inorganic,2025,classical_only,422,431.81994,6.068008695800975,0.0,7322.319424,7322.319424
kanto_outside,osaka,inorganic,2025,quantum_enabled,422,431.94069473811675,6.068288298121449,-0.0015175819786798718,7322.319424,7311.207204
kanto_outside,sapporo,metal,2025,classical_only,220,222.66112,5.405650974378632,0.0,12326.329512,12326.329512
kanto_outside,sapporo,metal,2025,quantum_enabled,220,222.7836181847964,5.406200978351666,-0.002779449305378921,12326.329512,12292.069104
kanto_outside,sapporo,chem_polymer,2025,classical_only,169,170.934712,5.1412816824284455,0.0,11606.8760325,11606.8760325
kanto_outside,sapporo,chem_polymer,2025,quantum_enabled,169,170.99377577982415,5.141627156891805,-0.002150881075157353,11606.8760325,11581.911022499999
kanto_outside,sapporo,inorganic,2025,classical_only,131,132.641168,4.887647497138323,0.0,13180.174963200001,13180.174963200001
kanto_outside,sapporo,inorganic,2025,quantum_enabled,131,132.67415802461483,4.88789618254432,-0.0015175819786799407,13180.174963200001,13160.1729672
kanto_outside,sendai,metal,2025,classical_only,327,331.29416399999997,5.8030066936964255,0.0,5478.368672,5478.368672
kanto_outside,sendai,metal,2025,quantum_enabled,327,331.5115794703395,5.803662739544788,-0.0027794493053787924,5478.368672,5463.141824
kanto_outside,sendai,chem_polymer,2025,classical_only,350,354.3904,5.870399130327921,0.0,5158.61157,5158.61157
kanto_outside,sendai,chem_polymer,2025,quantum_enabled,350,354.5378197339646,5.870815025003816,-0.0021508810751573334,5158.61157,5147.516009999999
kanto_outside,sendai,inorganic,2025,classical_only,236,239.23791999999997,5.477458537940267,0.0,5857.855539200001,5857.855539200001
kanto_outside,sendai,inorganic,2025,quantum_enabled,236,239.30950834722594,5.47775772812924,-0.0015175819786798716,5857.855539200001,5848.965763200001
kanto_outside,nagoya,metal,2025,classical_only,504,513.160704,6.240589059272006,0.0,4793.572588,4793.572588
kanto_outside,nagoya,metal,2025,quantum_enabled,504,513.4835613216208,6.241218015850579,-0.002779449305378816,4793.572588,4780.2490960000005
kanto_outside,nagoya,chem_polymer,2025,classical_only,463,471.54697999999996,6.1560187365584005,0.0,4513.78512375,4513.78512375
kanto_outside,nagoya,chem_polymer,2025,quantum_enabled,463,471.74675180500776,6.156442298808967,-0.002150881075157308,4513.78512375,4504.076508749999
kanto_outside,nagoya,inorganic,2025,classical_only,434,442.751176,6.0930079327858975,0.0,5125.6235968,5125.6235968
kanto_outside,nagoya,inorganic,2025,quantum_enabled,434,442.88585894752356,6.093312082100453,-0.001517581978679783,5125.6235968,5117.845042800001
kanto_outside,hiroshima,metal,2025,classical_only,203,204.837556,5.322217255259746,0.0,11230.655777599999,11230.655777599999
kanto_outside,hiroshima,metal,2025,quantum_enabled,203,204.96184155230506,5.322823823043194,-0.0027794493053787234,11230.655777599999,11199.440739200001
kanto_outside,hiroshima,chem_polymer,2025,classical_only,192,193.54176,5.265493303138844,0.0,10575.1537185,10575.1537185
kanto_outside,hiroshima,chem_polymer,2025,quantum_enabled,192,193.6109170650767,5.265850563051582,-0.0021508810751573034,10575.1537185,10552.407820499999
kanto_outside,hiroshima,inorganic,2025,classical_only,153,154.31794200000002,5.039015032583199,0.0,12008.603855360001,12008.603855360001
kanto_outside,hiroshima,inorganic,2025,quantum_enabled,153,154.35686808857676,5.039267246806783,-0.0015175819786798566,12008.603855360001,11990.379814560001
kanto_outside,fukuoka,metal,2025,classical_only,208,211.36710400000004,5.353596451110015,0.0,15065.513848,15065.513848
kanto_outside,fukuoka,metal,2025,quantum_enabled,208,211.48577328339334,5.354157730424329,-0.0027794493053788674,15065.513848,15023.640016000001
kanto_outside,fukuoka,chem_polymer,2025,classical_only,162,164.254392,5.1014163967332475,0.0,14186.1818175,14186.1818175
kanto_outside,fukuoka,chem_polymer,2025,quantum_enabled,162,164.30708475920096,5.101737144985127,-0.0021508810751573815,14186.1818175,14155.669027499998
kanto_outside,fukuoka,inorganic,2025,classical_only,123,124.81646400000002,4.826844370311167,0.0,16109.102732800002,16109.102732800002
kanto_outside,fukuoka,inorganic,2025,quantum_enabled,123,124.84441986851303,4.827068321041427,-0.0015175819786799282,16109.102732800002,16084.655848800001
chubu_outside,tokyo,metal,2025,classical_only,811,837.86032,6.730851404011433,0.0,4793.572588,4793.572588
chubu_outside,tokyo,metal,2025,quantum_enabled,811,838.454780628583,6.731560650922446,-0.002779449305378816,4793.572588,4780.2490960000005
chubu_outside,tokyo,chem_polymer,2025,classical_only,568,585.76704,6.372922167873863,0.0,4513.78512375,4513.78512375
chubu_outside,tokyo,chem_polymer,2025,quantum_enabled,568,586.0278154544702,6.373367255096361,-0.002150881075157308,4513.78512375,4504.076508749999
chubu_outside,tokyo,inorganic,2025,classical_only,505,520.0995,6.254020139424979,0.0,5125.6235968,5125.6235968
chubu_outside,tokyo,inorganic,2025,quantum_enabled,505,520.2454280857057,6.254300677317217,-0.001517581978679783,5125.6235968,5117.845042800001
chubu_outside,osaka,metal,2025,classical_only,509,521.7555399999999,6.257199164013061,0.0,2465.2659024,2465.2659024
chubu_outside,osaka,metal,2025,quantum_enabled,509,522.1147345927308,6.257887361800948,-0.002779449305378921,2465.2659024,2458.4138208
chubu_outside,osaka,chem_polymer,2025,classical_only,586,600.68516,6.3980709370395505,0.0,2321.3752065,2321.3752065
chubu_outside,osaka,chem_polymer,2025,quantum_enabled,586,600.9594117078332,6.398527397658692,-0.002150881075157275,2321.3752065,2316.3822044999997
chubu_outside,osaka,inorganic,2025,classical_only,405,415.58426999999995,6.0296854096156185,0.0,2636.0349926400004,2636.0349926400004
chubu_outside,osaka,inorganic,2025,quantum_enabled,405,415.71442362130597,6.02999854284527,-0.0015175819786799405,2636.0349926400004,2632.03459344
chubu_outside,sapporo,metal,2025,classical_only,135,136.7496,4.918151516252109,0.0,13695.92168,13695.92168
chubu_outside,sapporo,metal,2025,quantum_enabled,135,136.83013857928984,4.918740292175609,-0.0027794493053788917,13695.92168,13657.85456
chubu_outside,sapporo,chem_polymer,2025,classical_only,145,146.65996,4.988116709925946,0.0,12896.528925,12896.528925
chubu_outside,sapporo,chem_polymer,2025,quantum_enabled,145,146.71063602410948,4.988462184389306,-0.0021508810751573685,12896.528925,12868.790024999998
chubu_outside,sapporo,inorganic,2025,classical_only,99,100.133352,4.606502817639962,0.0,14644.638848,14644.638848
chubu_outside,sapporo,inorganic,2025,quantum_enabled,99,100.15613413466096,4.606730309708556,-0.0015175819786798718,14644.638848,14622.414408
chubu_outside,sendai,metal,2025,classical_only,168,169.843968,5.134880180287418,0.0,9587.145176,9587.145176
chubu_outside,sendai,metal,2025,quantum_enabled,168,169.93732893591465,5.135429715762773,-0.002779449305378816,9587.145176,9560.498192000001
chubu_outside,sendai,chem_polymer,2025,classical_only,167,168.99665199999998,5.1298789040759525,0.0,9027.5702475,9027.5702475
chubu_outside,sendai,chem_polymer,2025,quantum_enabled,167,169.06369507276327,5.130275537838076,-0.002150881075157308,9027.5702475,9008.153017499999
chubu_outside,sendai,inorganic,2025,classical_only,109,110.26047599999998,4.702845530220966,0.0,10251.2471936,10251.2471936
chubu_outside,sendai,inorganic,2025,quantum_enabled,109,110.28834432088439,4.703098248154276,-0.001517581978679783,10251.2471936,10235.690085600001
chubu_outside,nagoya,metal,2025,classical_only,628,640.8413439999999,6.462781913023677,0.0,547.8368672,547.8368672
chubu_outside,nagoya,metal,2025,quantum_enabled,628,641.2939207812003,6.463487886585795,-0.002779449305378875,547.8368672,546.3141824
chubu_outside,nagoya,chem_polymer,2025,classical_only,450,459.4572,6.130045792734978,0.0,515.861157,515.861157
chubu_outside,nagoya,chem_polymer,2025,quantum_enabled,450,459.67824672227147,6.130526781097077,-0.0021508810751574214,515.861157,514.7516009999999
chubu_outside,nagoya,inorganic,2025,classical_only,449,458.181152,6.127264634297733,0.0,585.7855539200001,585.7855539200001
chubu_outside,nagoya,inorganic,2025,quantum_enabled,449,458.3224523935724,6.127572980918552,-0.0015175819786800268,585.7855539200001,584.89657632
chubu_outside,hiroshima,metal,2025,classical_only,224,226.256576,5.421669647351021,0.0,6163.164756,6163.164756
chubu_outside,hiroshima,metal,2025,quantum_enabled,224,226.40920252919335,5.422343992716704,-0.002779449305378921,6163.164756,6146.034552
chubu_outside,hiroshima,chem_polymer,2025,classical_only,177,178.757256,5.186028773757236,0.0,5803.43801625,5803.43801625
chubu_outside,hiroshima,chem_polymer,2025,quantum_enabled,177,178.8360793366727,5.186469628382645,-0.002150881075157353,5803.43801625,5790.955511249999
chubu_outside,hiroshima,inorganic,2025,classical_only,143,144.39882599999999,4.97257909623177,0.0,6590.0874816000005,6590.0874816000005
chubu_outside,hiroshima,inorganic,2025,quantum_enabled,143,144.44014103873423,4.972865172860831,-0.0015175819786799407,6590.0874816000005,6580.0864836
chubu_outside,fukuoka,metal,2025,classical_only,200,203.3512,5.314934533491464,0.0,10956.737344,10956.737344
chubu_outside,fukuoka,metal,2025,quantum_enabled,200,203.46930876720998,5.315515176639895,-0.0027794493053787924,10956.737344,10926.283648
chubu_outside,fukuoka,chem_polymer,2025,classical_only,152,154.67641600000002,5.0413352960543145,0.0,10317.22314,10317.22314
chubu_outside,fukuoka,chem_polymer,2025,quantum_enabled,152,154.7389728862068,5.041739651424513,-0.0021508810751573334,10317.22314,10295.032019999999
chubu_outside,fukuoka,inorganic,2025,classical_only,127,129.019808,4.859965942961615,0.0,11715.711078400001,11715.711078400001
chubu_outside,fukuoka,inorganic,2025,quantum_enabled,127,129.05089338725213,4.8602068489399795,-0.0015175819786798716,11715.711078400001,11697.931526400002
kansai_outside,tokyo,metal,2025,classical_only,623,641.91428,6.464454774526118,0.0,6847.96084,6847.96084
kansai_outside,tokyo,metal,2025,quantum_enabled,623,642.3328824134483,6.4651066777430755,-0.0027794493053788917,6847.96084,6828.92728
kansai_outside,tokyo,chem_polymer,2025,classical_only,685,703.906,6.556644824515817,0.0,6448.2644625,6448.2644625
kansai_outside,tokyo,chem_polymer,2025,quantum_enabled,685,704.183492522233,6.557038964983875,-0.0021508810751573685,6448.2644625,6434.395012499999
kansai_outside,tokyo,inorganic,2025,classical_only,508,522.48816,6.258602323295136,0.0,7322.319424,7322.319424
kansai_outside,tokyo,inorganic,2025,quantum_enabled,508,522.6281798320606,6.258870274005621,-0.0015175819786798718,7322.319424,7311.207204
kansai_outside,osaka,metal,2025,classical_only,800,820.3344,6.709712062006538,0.0,684.796084,684.796084
kansai_outside,osaka,metal,2025,quantum_enabled,800,820.9070144503819,6.7104098441470255,-0.0027794493053787924,684.796084,682.892728
kansai_outside,osaka,chem_polymer,2025,classical_only,729,748.0516859999999,6.617472074517737,0.0,644.82644625,644.82644625
kansai_outside,osaka,chem_polymer,2025,quantum_enabled,729,748.4074844674733,6.6179475949745585,-0.0021508810751573334,644.82644625,643.4395012499999
kansai_outside,osaka,inorganic,2025,classical_only,607,622.2114199999999,6.433279938522037,0.0,732.2319424000001,732.2319424000001
kansai_outside,osaka,inorganic,2025,quantum_enabled,607,622.39847318347,6.433580519749781,-0.0015175819786798716,732.2319424000001,731.1207204000001
kansai_outside,sapporo,metal,2025,classical_only,131,132.358208,4.885511944128276,0.0,15750.309932,15750.309932
kansai_outside,sapporo,metal,2025,quantum_enabled,131,132.42072980081167,4.88598420073972,-0.0027794493053789147,15750.309932,15706.532744
kansai_outside,sapporo,chem_polymer,2025,classical_only,140,141.69344,4.953665850635574,0.0,14831.00826375,14831.00826375
kansai_outside,sapporo,chem_polymer,2025,quantum_enabled,140,141.74513811698353,4.954030643021285,-0.0021508810751572644,14831.00826375,14799.10852875
kansai_outside,sapporo,inorganic,2025,classical_only,90,91.04976,4.51140617025581,0.0,16841.3346752,16841.3346752
kansai_outside,sapporo,inorganic,2025,quantum_enabled,90,91.07086180568939,4.511637904647825,-0.001517581978679899,16841.3346752,16815.7765692
kansai_outside,sendai,metal,2025,classical_only,181,183.057608,5.209800901117193,0.0,12326.329512,12326.329512
kansai_outside,sendai,metal,2025,quantum_enabled,181,183.16178562598128,5.210369836736685,-0.002779449305378921,12326.329512,12292.069104
kansai_outside,sendai,chem_polymer,2025,classical_only,150,151.58759999999998,5.021163675667693,0.0,11606.8760325,11606.8760325
kansai_outside,sendai,chem_polymer,2025,quantum_enabled,150,151.64090802879969,5.021515278686126,-0.002150881075157353,11606.8760325,11581.911022499999
kansai_outside,sendai,inorganic,2025,classical_only,102,103.21951199999998,4.636857904943468,0.0,13180.174963200001,13180.174963200001
kansai_outside,sendai,inorganic,2025,quantum_enabled,102,103.2464746329564,4.637119087267486,-0.0015175819786799407,13180.174963200001,13160.1729672
kansai_outside,nagoya,metal,2025,classical_only,619,631.833108,6.448625289654083,0.0,2465.2659024,2465.2659024
kansai_outside,nagoya,metal,2025,quantum_enabled,619,632.2853945138912,6.449340865816114,-0.002779449305378921,2465.2659024,2458.4138208
kansai_outside,nagoya,chem_polymer,2025,classical_only,473,482.40324,6.1787803618083315,0.0,2321.3752065,2321.3752065
kansai_outside,nagoya,chem_polymer,2025,quantum_enabled,473,482.62302549472696,6.179235863397015,-0.002150881075157275,2321.3752065,2316.3822044999997
kansai_outside,nagoya,inorganic,2025,classical_only,413,421.7969,6.044523918562949,0.0,2636.0349926400004,2636.0349926400004
kansai_outside,nagoya,inorganic,2025,quantum_enabled,413,421.9322866521562,6.044844842990976,-0.0015175819786799405,2636.0349926400004,2632.03459344
kansai_outside,hiroshima,metal,2025,classical_only,306,309.171996,5.733897743400761,0.0,4793.572588,4793.572588
kansai_outside,hiroshima,metal,2025,quantum_enabled,306,309.38653818253454,5.7345914277629735,-0.002779449305378816,4793.572588,4780.2490960000005
kansai_outside,hiroshima,chem_polymer,2025,classical_only,258,260.410752,5.562260199804573,0.0,4513.78512375,4513.78512375
kansai_outside,hiroshima,chem_polymer,2025,quantum_enabled,258,260.51888850175635,5.562675367208775,-0.002150881075157308,4513.78512375,4504.076508749999
kansai_outside,hiroshima,inorganic,2025,classical_only,173,174.818576,5.163748727598059,0.0,5125.6235968,5125.6235968
kansai_outside,hiroshima,inorganic,2025,quantum_enabled,173,174.8722885688836,5.164055927898372,-0.001517581978679783,5125.6235968,5117.845042800001
kansai_outside,fukuoka,metal,2025,classical_only,271,275.386948,5.618177192288397,0.0,8902.349092,8902.349092
kansai_outside,fukuoka,metal,2025,quantum_enabled,271,275.5415603836519,5.618738471602712,-0.0027794493053789325,8902.349092,8877.605464
kansai_outside,fukuoka,chem_polymer,2025,classical_only,208,211.78060800000003,5.355550870901956,0.0,8382.74380125,8382.74380125
kansai_outside,fukuoka,chem_polymer,2025,quantum_enabled,208,211.86897358459095,5.35596803447163,-0.0021508810751572926,8382.74380125,8364.71351625
kansai_outside,fukuoka,inorganic,2025,classical_only,156,158.61393600000002,5.066473174192965,0.0,9519.0152512,9519.0152512
kansai_outside,fukuoka,inorganic,2025,quantum_enabled,156,158.65416517664073,5.0667267715556195,-0.001517581978679824,9519.0152512,9504.5693652
chugoku_outside,tokyo,metal,2025,classical_only,343,352.62458000000004,5.865403978254454,0.0,11230.655777599999,11230.655777599999
