base_route_proxy_id,customer_configuration_id,customer_count,vehicle_count,seed,proxy_visit_order,node_id,node_type,latitude,longitude,demand_kg,service_time_min
C025_V03_S001_R02,C025_S001,25,3,1,2,C025_S001_N024,synthetic_customer,35.702083333333334,139.478125,14.0,11.0
C025_V03_S001_R02,C025_S001,25,3,1,3,C025_S001_N023,synthetic_customer,35.69375,139.478125,30.0,14.0
C025_V03_S001_R02,C025_S001,25,3,1,4,C025_S001_N020,synthetic_customer,35.73541666666667,139.42812500000002,29.0,13.0
C025_V03_S001_R02,C025_S001,25,3,1,5,C025_S001_N013,synthetic_customer,35.71041666666667,139.37187500000002,16.0,6.0
C025_V03_S001_R02,C025_S001,25,3,1,6,C025_S001_N002,synthetic_customer,35.66041666666667,139.321875,22.0,8.0
C025_V03_S001_R02,C025_S001,25,3,1,7,C025_S001_N003,synthetic_customer,35.65625000000001,139.415625,19.0,10.0
C025_V03_S001_R02,C025_S001,25,3,1,8,C025_S001_N016,synthetic_customer,35.64375,139.440625,17.0,11.0
C025_V03_S001_R02,C025_S001,25,3,1,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C025_V03_S001_R03,C025_S001,25,3,1,1,C025_S001_N015,synthetic_customer,35.64375,139.62187500000002,20.0,13.0
C025_V03_S001_R03,C025_S001,25,3,1,2,C025_S001_N021,synthetic_customer,35.62708333333333,139.59062500000002,21.0,12.0
C025_V03_S001_R03,C025_S001,25,3,1,3,C025_S001_N025,synthetic_customer,35.614583333333336,139.665625,23.0,8.0
C025_V03_S001_R03,C025_S001,25,3,1,4,C025_S001_N014,synthetic_customer,35.60208333333333,139.671875,22.0,14.0
C025_V03_S001_R03,C025_S001,25,3,1,5,C025_S001_N019,synthetic_customer,35.61875,139.68437500000002,6.0,10.0
C025_V03_S001_R03,C025_S001,25,3,1,6,C025_S001_N001,synthetic_customer,35.60208333333333,139.703125,15.0,10.0
C025_V03_S001_R03,C025_S001,25,3,1,7,C025_S001_N017,synthetic_customer,35.62708333333333,139.71562500000002,9.0,15.0
C025_V03_S001_R03,C025_S001,25,3,1,8,C025_S001_N011,synthetic_customer,35.677083333333336,139.696875,19.0,7.0
C025_V03_S001_R03,C025_S001,25,3,1,9,C025_S001_N022,synthetic_customer,35.68541666666667,139.734375,13.0,15.0
C025_V03_S001_R03,C025_S001,25,3,1,10,C025_S001_N004,synthetic_customer,35.71041666666667,139.65312500000002,23.0,7.0
C025_V03_S001_R03,C025_S001,25,3,1,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C025_V05_S001_R01,C025_S001,25,5,1,1,C025_S001_N004,synthetic_customer,35.71041666666667,139.65312500000002,23.0,7.0
C025_V05_S001_R01,C025_S001,25,5,1,2,C025_S001_N011,synthetic_customer,35.677083333333336,139.696875,19.0,7.0
C025_V05_S001_R01,C025_S001,25,5,1,3,C025_S001_N022,synthetic_customer,35.68541666666667,139.734375,13.0,15.0
C025_V05_S001_R01,C025_S001,25,5,1,4,C025_S001_N005,synthetic_customer,35.71041666666667,139.74687500000002,30.0,8.0
C025_V05_S001_R01,C025_S001,25,5,1,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C025_V05_S001_R02,C025_S001,25,5,1,1,C025_S001_N016,synthetic_customer,35.64375,139.440625,17.0,11.0
C025_V05_S001_R02,C025_S001,25,5,1,2,C025_S001_N003,synthetic_customer,35.65625000000001,139.415625,19.0,10.0
C025_V05_S001_R02,C025_S001,25,5,1,3,C025_S001_N013,synthetic_customer,35.71041666666667,139.37187500000002,16.0,6.0
C025_V05_S001_R02,C025_S001,25,5,1,4,C025_S001_N002,synthetic_customer,35.66041666666667,139.321875,22.0,8.0
C025_V05_S001_R02,C025_S001,25,5,1,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C025_V05_S001_R03,C025_S001,25,5,1,1,C025_S001_N009,synthetic_customer,35.706250000000004,139.80312500000002,24.0,10.0
C025_V05_S001_R03,C025_S001,25,5,1,2,C025_S001_N018,synthetic_customer,35.69375,139.80937500000002,21.0,10.0
C025_V05_S001_R03,C025_S001,25,5,1,3,C025_S001_N012,synthetic_customer,35.72291666666667,139.884375,15.0,6.0
C025_V05_S001_R03,C025_S001,25,5,1,4,C025_S001_N010,synthetic_customer,35.73958333333334,139.884375,24.0,7.0
C025_V05_S001_R03,C025_S001,25,5,1,5,C025_S001_N008,synthetic_customer,35.747916666666676,139.87187500000002,10.0,6.0
C025_V05_S001_R03,C025_S001,25,5,1,6,C025_S001_N006,synthetic_customer,35.78958333333333,139.815625,9.0,13.0
C025_V05_S001_R03,C025_S001,25,5,1,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C025_V05_S001_R04,C025_S001,25,5,1,1,C025_S001_N015,synthetic_customer,35.64375,139.62187500000002,20.0,13.0
C025_V05_S001_R04,C025_S001,25,5,1,2,C025_S001_N021,synthetic_customer,35.62708333333333,139.59062500000002,21.0,12.0
C025_V05_S001_R04,C025_S001,25,5,1,3,C025_S001_N025,synthetic_customer,35.614583333333336,139.665625,23.0,8.0
C025_V05_S001_R04,C025_S001,25,5,1,4,C025_S001_N014,synthetic_customer,35.60208333333333,139.671875,22.0,14.0
C025_V05_S001_R04,C025_S001,25,5,1,5,C025_S001_N019,synthetic_customer,35.61875,139.68437500000002,6.0,10.0
C025_V05_S001_R04,C025_S001,25,5,1,6,C025_S001_N001,synthetic_customer,35.60208333333333,139.703125,15.0,10.0
C025_V05_S001_R04,C025_S001,25,5,1,7,C025_S001_N017,synthetic_customer,35.62708333333333,139.71562500000002,9.0,15.0
C025_V05_S001_R04,C025_S001,25,5,1,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C025_V05_S001_R05,C025_S001,25,5,1,1,C025_S001_N007,synthetic_customer,35.747916666666676,139.509375,13.0,10.0
C025_V05_S001_R05,C025_S001,25,5,1,2,C025_S001_N024,synthetic_customer,35.702083333333334,139.478125,14.0,11.0
C025_V05_S001_R05,C025_S001,25,5,1,3,C025_S001_N023,synthetic_customer,35.69375,139.478125,30.0,14.0
C025_V05_S001_R05,C025_S001,25,5,1,4,C025_S001_N020,synthetic_customer,35.73541666666667,139.42812500000002,29.0,13.0
C025_V05_S001_R05,C025_S001,25,5,1,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C025_V01_S002_R01,C025_S002,25,1,2,1,C025_S002_N020,synthetic_customer,35.71041666666667,139.603125,24.0,11.0
C025_V01_S002_R01,C025_S002,25,1,2,2,C025_S002_N018,synthetic_customer,35.71041666666667,139.55937500000002,18.0,5.0
C025_V01_S002_R01,C025_S002,25,1,2,3,C025_S002_N014,synthetic_customer,35.73958333333334,139.578125,23.0,14.0
C025_V01_S002_R01,C025_S002,25,1,2,4,C025_S002_N006,synthetic_customer,35.75208333333333,139.546875,10.0,10.0
C025_V01_S002_R01,C025_S002,25,1,2,5,C025_S002_N008,synthetic_customer,35.64791666666667,139.540625,11.0,12.0
C025_V01_S002_R01,C025_S002,25,1,2,6,C025_S002_N021,synthetic_customer,35.635416666666664,139.578125,16.0,8.0
C025_V01_S002_R01,C025_S002,25,1,2,7,C025_S002_N010,synthetic_customer,35.66041666666667,139.640625,15.0,13.0
C025_V01_S002_R01,C025_S002,25,1,2,8,C025_S002_N015,synthetic_customer,35.68958333333334,139.709375,7.0,13.0
C025_V01_S002_R01,C025_S002,25,1,2,9,C025_S002_N019,synthetic_customer,35.702083333333334,139.703125,22.0,5.0
C025_V01_S002_R01,C025_S002,25,1,2,10,C025_S002_N007,synthetic_customer,35.71041666666667,139.690625,25.0,13.0
C025_V01_S002_R01,C025_S002,25,1,2,11,C025_S002_N017,synthetic_customer,35.72291666666667,139.67812500000002,11.0,6.0
C025_V01_S002_R01,C025_S002,25,1,2,12,C025_S002_N002,synthetic_customer,35.66458333333334,139.77812500000002,28.0,6.0
C025_V01_S002_R01,C025_S002,25,1,2,13,C025_S002_N025,synthetic_customer,35.66041666666667,139.80312500000002,5.0,6.0
C025_V01_S002_R01,C025_S002,25,1,2,14,C025_S002_N023,synthetic_customer,35.66458333333334,139.859375,18.0,9.0
C025_V01_S002_R01,C025_S002,25,1,2,15,C025_S002_N004,synthetic_customer,35.71875,139.821875,7.0,15.0
C025_V01_S002_R01,C025_S002,25,1,2,16,C025_S002_N003,synthetic_customer,35.78125,139.834375,11.0,8.0
C025_V01_S002_R01,C025_S002,25,1,2,17,C025_S002_N005,synthetic_customer,35.58541666666667,139.68437500000002,23.0,13.0
C025_V01_S002_R01,C025_S002,25,1,2,18,C025_S002_N009,synthetic_customer,35.52708333333333,139.478125,12.0,5.0
C025_V01_S002_R01,C025_S002,25,1,2,19,C025_S002_N024,synthetic_customer,35.53125,139.471875,22.0,15.0
C025_V01_S002_R01,C025_S002,25,1,2,20,C025_S002_N012,synthetic_customer,35.61875,139.453125,29.0,10.0
C025_V01_S002_R01,C025_S002,25,1,2,21,C025_S002_N016,synthetic_customer,35.610416666666666,139.359375,17.0,12.0
C025_V01_S002_R01,C025_S002,25,1,2,22,C025_S002_N001,synthetic_customer,35.66041666666667,139.328125,13.0,10.0
C025_V01_S002_R01,C025_S002,25,1,2,23,C025_S002_N013,synthetic_customer,35.68958333333334,139.353125,8.0,14.0
C025_V01_S002_R01,C025_S002,25,1,2,24,C025_S002_N011,synthetic_customer,35.73958333333334,139.265625,15.0,6.0
C025_V01_S002_R01,C025_S002,25,1,2,25,C025_S002_N022,synthetic_customer,35.73125,139.24687500000002,25.0,9.0
C025_V01_S002_R01,C025_S002,25,1,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V03_S002_R01,C025_S002,25,3,2,1,C025_S002_N013,synthetic_customer,35.68958333333334,139.353125,8.0,14.0
C025_V03_S002_R01,C025_S002,25,3,2,2,C025_S002_N001,synthetic_customer,35.66041666666667,139.328125,13.0,10.0
C025_V03_S002_R01,C025_S002,25,3,2,3,C025_S002_N016,synthetic_customer,35.610416666666666,139.359375,17.0,12.0
C025_V03_S002_R01,C025_S002,25,3,2,4,C025_S002_N011,synthetic_customer,35.73958333333334,139.265625,15.0,6.0
C025_V03_S002_R01,C025_S002,25,3,2,5,C025_S002_N022,synthetic_customer,35.73125,139.24687500000002,25.0,9.0
C025_V03_S002_R01,C025_S002,25,3,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V03_S002_R02,C025_S002,25,3,2,1,C025_S002_N017,synthetic_customer,35.72291666666667,139.67812500000002,11.0,6.0
C025_V03_S002_R02,C025_S002,25,3,2,2,C025_S002_N007,synthetic_customer,35.71041666666667,139.690625,25.0,13.0
C025_V03_S002_R02,C025_S002,25,3,2,3,C025_S002_N019,synthetic_customer,35.702083333333334,139.703125,22.0,5.0
C025_V03_S002_R02,C025_S002,25,3,2,4,C025_S002_N015,synthetic_customer,35.68958333333334,139.709375,7.0,13.0
C025_V03_S002_R02,C025_S002,25,3,2,5,C025_S002_N002,synthetic_customer,35.66458333333334,139.77812500000002,28.0,6.0
C025_V03_S002_R02,C025_S002,25,3,2,6,C025_S002_N025,synthetic_customer,35.66041666666667,139.80312500000002,5.0,6.0
C025_V03_S002_R02,C025_S002,25,3,2,7,C025_S002_N023,synthetic_customer,35.66458333333334,139.859375,18.0,9.0
C025_V03_S002_R02,C025_S002,25,3,2,8,C025_S002_N004,synthetic_customer,35.71875,139.821875,7.0,15.0
C025_V03_S002_R02,C025_S002,25,3,2,9,C025_S002_N003,synthetic_customer,35.78125,139.834375,11.0,8.0
C025_V03_S002_R02,C025_S002,25,3,2,10,C025_S002_N005,synthetic_customer,35.58541666666667,139.68437500000002,23.0,13.0
C025_V03_S002_R02,C025_S002,25,3,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V03_S002_R03,C025_S002,25,3,2,1,C025_S002_N020,synthetic_customer,35.71041666666667,139.603125,24.0,11.0
C025_V03_S002_R03,C025_S002,25,3,2,2,C025_S002_N018,synthetic_customer,35.71041666666667,139.55937500000002,18.0,5.0
C025_V03_S002_R03,C025_S002,25,3,2,3,C025_S002_N014,synthetic_customer,35.73958333333334,139.578125,23.0,14.0
C025_V03_S002_R03,C025_S002,25,3,2,4,C025_S002_N006,synthetic_customer,35.75208333333333,139.546875,10.0,10.0
C025_V03_S002_R03,C025_S002,25,3,2,5,C025_S002_N008,synthetic_customer,35.64791666666667,139.540625,11.0,12.0
C025_V03_S002_R03,C025_S002,25,3,2,6,C025_S002_N021,synthetic_customer,35.635416666666664,139.578125,16.0,8.0
C025_V03_S002_R03,C025_S002,25,3,2,7,C025_S002_N010,synthetic_customer,35.66041666666667,139.640625,15.0,13.0
C025_V03_S002_R03,C025_S002,25,3,2,8,C025_S002_N012,synthetic_customer,35.61875,139.453125,29.0,10.0
C025_V03_S002_R03,C025_S002,25,3,2,9,C025_S002_N024,synthetic_customer,35.53125,139.471875,22.0,15.0
C025_V03_S002_R03,C025_S002,25,3,2,10,C025_S002_N009,synthetic_customer,35.52708333333333,139.478125,12.0,5.0
C025_V03_S002_R03,C025_S002,25,3,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V05_S002_R01,C025_S002,25,5,2,1,C025_S002_N010,synthetic_customer,35.66041666666667,139.640625,15.0,13.0
C025_V05_S002_R01,C025_S002,25,5,2,2,C025_S002_N015,synthetic_customer,35.68958333333334,139.709375,7.0,13.0
C025_V05_S002_R01,C025_S002,25,5,2,3,C025_S002_N019,synthetic_customer,35.702083333333334,139.703125,22.0,5.0
C025_V05_S002_R01,C025_S002,25,5,2,4,C025_S002_N007,synthetic_customer,35.71041666666667,139.690625,25.0,13.0
C025_V05_S002_R01,C025_S002,25,5,2,5,C025_S002_N017,synthetic_customer,35.72291666666667,139.67812500000002,11.0,6.0
C025_V05_S002_R01,C025_S002,25,5,2,6,C025_S002_N005,synthetic_customer,35.58541666666667,139.68437500000002,23.0,13.0
C025_V05_S002_R01,C025_S002,25,5,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V05_S002_R02,C025_S002,25,5,2,1,C025_S002_N013,synthetic_customer,35.68958333333334,139.353125,8.0,14.0
C025_V05_S002_R02,C025_S002,25,5,2,2,C025_S002_N001,synthetic_customer,35.66041666666667,139.328125,13.0,10.0
C025_V05_S002_R02,C025_S002,25,5,2,3,C025_S002_N016,synthetic_customer,35.610416666666666,139.359375,17.0,12.0
C025_V05_S002_R02,C025_S002,25,5,2,4,C025_S002_N011,synthetic_customer,35.73958333333334,139.265625,15.0,6.0
C025_V05_S002_R02,C025_S002,25,5,2,5,C025_S002_N022,synthetic_customer,35.73125,139.24687500000002,25.0,9.0
C025_V05_S002_R02,C025_S002,25,5,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V05_S002_R03,C025_S002,25,5,2,1,C025_S002_N002,synthetic_customer,35.66458333333334,139.77812500000002,28.0,6.0
C025_V05_S002_R03,C025_S002,25,5,2,2,C025_S002_N025,synthetic_customer,35.66041666666667,139.80312500000002,5.0,6.0
C025_V05_S002_R03,C025_S002,25,5,2,3,C025_S002_N023,synthetic_customer,35.66458333333334,139.859375,18.0,9.0
C025_V05_S002_R03,C025_S002,25,5,2,4,C025_S002_N004,synthetic_customer,35.71875,139.821875,7.0,15.0
C025_V05_S002_R03,C025_S002,25,5,2,5,C025_S002_N003,synthetic_customer,35.78125,139.834375,11.0,8.0
C025_V05_S002_R03,C025_S002,25,5,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V05_S002_R04,C025_S002,25,5,2,1,C025_S002_N012,synthetic_customer,35.61875,139.453125,29.0,10.0
C025_V05_S002_R04,C025_S002,25,5,2,2,C025_S002_N024,synthetic_customer,35.53125,139.471875,22.0,15.0
C025_V05_S002_R04,C025_S002,25,5,2,3,C025_S002_N009,synthetic_customer,35.52708333333333,139.478125,12.0,5.0
C025_V05_S002_R04,C025_S002,25,5,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V05_S002_R05,C025_S002,25,5,2,1,C025_S002_N020,synthetic_customer,35.71041666666667,139.603125,24.0,11.0
C025_V05_S002_R05,C025_S002,25,5,2,2,C025_S002_N018,synthetic_customer,35.71041666666667,139.55937500000002,18.0,5.0
C025_V05_S002_R05,C025_S002,25,5,2,3,C025_S002_N014,synthetic_customer,35.73958333333334,139.578125,23.0,14.0
C025_V05_S002_R05,C025_S002,25,5,2,4,C025_S002_N006,synthetic_customer,35.75208333333333,139.546875,10.0,10.0
C025_V05_S002_R05,C025_S002,25,5,2,5,C025_S002_N008,synthetic_customer,35.64791666666667,139.540625,11.0,12.0
C025_V05_S002_R05,C025_S002,25,5,2,6,C025_S002_N021,synthetic_customer,35.635416666666664,139.578125,16.0,8.0
C025_V05_S002_R05,C025_S002,25,5,2,0,DEP_030,depot_proxy,35.678607,139.583515,0.0,0.0
C025_V01_S003_R01,C025_S003,25,1,3,1,C025_S003_N002,synthetic_customer,35.71041666666667,139.55937500000002,18.0,5.0
C025_V01_S003_R01,C025_S003,25,1,3,2,C025_S003_N008,synthetic_customer,35.73958333333334,139.61562500000002,7.0,10.0
C025_V01_S003_R01,C025_S003,25,1,3,3,C025_S003_N011,synthetic_customer,35.73125,139.628125,25.0,15.0
C025_V01_S003_R01,C025_S003,25,1,3,4,C025_S003_N016,synthetic_customer,35.706250000000004,139.646875,21.0,9.0
C025_V01_S003_R01,C025_S003,25,1,3,5,C025_S003_N010,synthetic_customer,35.66458333333334,139.703125,12.0,10.0
C025_V01_S003_R01,C025_S003,25,1,3,6,C025_S003_N007,synthetic_customer,35.62291666666667,139.67812500000002,24.0,12.0
C025_V01_S003_R01,C025_S003,25,1,3,7,C025_S003_N009,synthetic_customer,35.60208333333333,139.74062500000002,17.0,5.0
C025_V01_S003_R01,C025_S003,25,1,3,8,C025_S003_N014,synthetic_customer,35.56875,139.703125,11.0,15.0
C025_V01_S003_R01,C025_S003,25,1,3,9,C025_S003_N001,synthetic_customer,35.702083333333334,139.765625,22.0,9.0
C025_V01_S003_R01,C025_S003,25,1,3,10,C025_S003_N015,synthetic_customer,35.73125,139.721875,6.0,5.0
C025_V01_S003_R01,C025_S003,25,1,3,11,C025_S003_N004,synthetic_customer,35.793749999999996,139.765625,26.0,5.0
C025_V01_S003_R01,C025_S003,25,1,3,12,C025_S003_N003,synthetic_customer,35.78541666666666,139.828125,29.0,12.0
C025_V01_S003_R01,C025_S003,25,1,3,13,C025_S003_N006,synthetic_customer,35.78125,139.834375,9.0,12.0
C025_V01_S003_R01,C025_S003,25,1,3,14,C025_S003_N025,synthetic_customer,35.76875,139.834375,17.0,6.0
C025_V01_S003_R01,C025_S003,25,1,3,15,C025_S003_N020,synthetic_customer,35.797916666666666,139.665625,29.0,7.0
C025_V01_S003_R01,C025_S003,25,1,3,16,C025_S003_N005,synthetic_customer,35.71875,139.46562500000002,29.0,15.0
C025_V01_S003_R01,C025_S003,25,1,3,17,C025_S003_N021,synthetic_customer,35.64791666666667,139.49687500000002,11.0,9.0
C025_V01_S003_R01,C025_S003,25,1,3,18,C025_S003_N022,synthetic_customer,35.639583333333334,139.521875,17.0,8.0
C025_V01_S003_R01,C025_S003,25,1,3,19,C025_S003_N018,synthetic_customer,35.635416666666664,139.521875,11.0,6.0
C025_V01_S003_R01,C025_S003,25,1,3,20,C025_S003_N012,synthetic_customer,35.63125,139.459375,20.0,15.0
C025_V01_S003_R01,C025_S003,25,1,3,21,C025_S003_N013,synthetic_customer,35.62708333333333,139.43437500000002,20.0,13.0
C025_V01_S003_R01,C025_S003,25,1,3,22,C025_S003_N019,synthetic_customer,35.577083333333334,139.42812500000002,6.0,13.0
C025_V01_S003_R01,C025_S003,25,1,3,23,C025_S003_N017,synthetic_customer,35.760416666666664,139.315625,29.0,14.0
C025_V01_S003_R01,C025_S003,25,1,3,24,C025_S003_N023,synthetic_customer,35.78125,139.284375,7.0,15.0
C025_V01_S003_R01,C025_S003,25,1,3,25,C025_S003_N024,synthetic_customer,35.80208333333333,139.221875,13.0,12.0
C025_V01_S003_R01,C025_S003,25,1,3,0,DEP_071,depot_proxy,35.696638,139.565858,0.0,0.0
C025_V03_S003_R01,C025_S003,25,3,3,1,C025_S003_N017,synthetic_customer,35.760416666666664,139.315625,29.0,14.0
C025_V03_S003_R01,C025_S003,25,3,3,2,C025_S003_N023,synthetic_customer,35.78125,139.284375,7.0,15.0
C025_V03_S003_R01,C025_S003,25,3,3,3,C025_S003_N024,synthetic_customer,35.80208333333333,139.221875,13.0,12.0
C025_V03_S003_R01,C025_S003,25,3,3,0,DEP_071,depot_proxy,35.696638,139.565858,0.0,0.0
C025_V03_S003_R02,C025_S003,25,3,3,1,C025_S003_N008,synthetic_customer,35.73958333333334,139.61562500000002,7.0,10.0
C025_V03_S003_R02,C025_S003,25,3,3,2,C025_S003_N011,synthetic_customer,35.73125,139.628125,25.0,15.0
C025_V03_S003_R02,C025_S003,25,3,3,3,C025_S003_N016,synthetic_customer,35.706250000000004,139.646875,21.0,9.0
C025_V03_S003_R02,C025_S003,25,3,3,4,C025_S003_N010,synthetic_customer,35.66458333333334,139.703125,12.0,10.0
C025_V03_S003_R02,C025_S003,25,3,3,5,C025_S003_N007,synthetic_customer,35.62291666666667,139.67812500000002,24.0,12.0
C025_V03_S003_R02,C025_S003,25,3,3,6,C025_S003_N009,synthetic_customer,35.60208333333333,139.74062500000002,17.0,5.0
C025_V03_S003_R02,C025_S003,25,3,3,7,C025_S003_N014,synthetic_customer,35.56875,139.703125,11.0,15.0
C025_V03_S003_R02,C025_S003,25,3,3,8,C025_S003_N001,synthetic_customer,35.702083333333334,139.765625,22.0,9.0
C025_V03_S003_R02,C025_S003,25,3,3,9,C025_S003_N015,synthetic_customer,35.73125,139.721875,6.0,5.0
C025_V03_S003_R02,C025_S003,25,3,3,10,C025_S003_N004,synthetic_customer,35.793749999999996,139.765625,26.0,5.0
C025_V03_S003_R02,C025_S003,25,3,3,11,C025_S003_N003,synthetic_customer,35.78541666666666,139.828125,29.0,12.0
C025_V03_S003_R02,C025_S003,25,3,3,12,C025_S003_N006,synthetic_customer,35.78125,139.834375,9.0,12.0
C025_V03_S003_R02,C025_S003,25,3,3,13,C025_S003_N025,synthetic_customer,35.76875,139.834375,17.0,6.0
C025_V03_S003_R02,C025_S003,25,3,3,14,C025_S003_N020,synthetic_customer,35.797916666666666,139.665625,29.0,7.0
C025_V03_S003_R02,C025_S003,25,3,3,0,DEP_071,depot_proxy,35.696638,139.565858,0.0,0.0
C025_V03_S003_R03,C025_S003,25,3,3,1,C025_S003_N002,synthetic_customer,35.71041666666667,139.55937500000002,18.0,5.0
C025_V03_S003_R03,C025_S003,25,3,3,2,C025_S003_N005,synthetic_customer,35.71875,139.46562500000002,29.0,15.0
C025_V03_S003_R03,C025_S003,25,3,3,3,C025_S003_N021,synthetic_customer,35.64791666666667,139.49687500000002,11.0,9.0
C025_V03_S003_R03,C025_S003,25,3,3,4,C025_S003_N022,synthetic_customer,35.639583333333334,139.521875,17.0,8.0
