path,reason,size,category,sha256
05_src/traffic_simulation/r24_qaoa_initial_state_cross_condition_reproducibility_spec/__pycache__/design.cpython-311.pyc,reproducible bytecode; source exists,81711,A,6cbebb850d36e1b49595048418f721c43ee316c0f8d7c7b4f8aa5181b3305737
05_src/traffic_simulation/r24_qaoa_initial_state_cross_condition_worker/__pycache__/ledger.cpython-311.pyc,reproducible bytecode; source exists,38858,A,18938a725ab5584d028b95eb77422d91edd5cbd0eb10c31b5d515d67449297ce
05_src/traffic_simulation/r24_vrptw/__pycache__/cases.cpython-311.pyc,reproducible bytecode; source exists,3861,A,df597c9db924e22c42b98f773c3ff11627123e50084d351b36b57030c337133b
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/contract.cpython-311.pyc,reproducible bytecode; source exists,16069,A,487f583365556bbfe88ed013ce3ae8132d14bdd3f86e13cb2b01e530d3ec288c
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/ledger.cpython-311.pyc,reproducible bytecode; source exists,26581,A,ae5190ec793a5bc0e50aa5f95038241e116723cfc16371634a3d129b36f3bd4d
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/run_tests.cpython-311.pyc,reproducible bytecode; source exists,10820,A,60ad67c7295443e24274d69e180447385e54d14423c7f7ed4494d671e89726ed
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/test_worker.cpython-311.pyc,reproducible bytecode; source exists,45334,A,16415dcebb45b6cd00f00d3ae5cd5c1ab9582e39f651426cd6b42b4bafd8af7e
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/execution.cpython-311.pyc,reproducible bytecode; source exists,23033,A,997f23b7b1ab6d598ff81a37c31bcfafbe35364eb20aac13c1724e7ae8a3265d
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/provenance.cpython-311.pyc,reproducible bytecode; source exists,5039,A,4e6c659afc031f6d8363cf8166f2ce98ad292875d78f68ca9bf4ca1cc3528899
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/circuit.cpython-311.pyc,reproducible bytecode; source exists,7795,A,203d3592e057c6c7ebc34615e1b74883284eb4e8e5eb4a32e8249ec7b8fd8db5
05_src/traffic_simulation/r24_vrptw_qaoa_worker/__pycache__/worker.cpython-311.pyc,reproducible bytecode; source exists,5550,A,ecff72b35ed6768e07098b0562d632929f3b606fd955377dbb7c2de79447269a
05_src/traffic_simulation/r24_vrptw_structured_initial_state/__pycache__/test_design.cpython-311.pyc,reproducible bytecode; source exists,14912,A,b7c3b65ee54f5a511cf16243c1800d1617fd9209183e3e3cab6603d2b9ce9353
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/contract.cpython-311.pyc,reproducible bytecode; source exists,7235,A,3655a5362517d935e241463f9d3c7431acdc63608548ef561c876e75cd83f8fd
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/guard.cpython-311.pyc,reproducible bytecode; source exists,3468,A,f0fa5bb4ab31a17c6d50720afb3b7950ea2960428c2249c7ebd8b49a289e9928
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/test_preflight.cpython-311.pyc,reproducible bytecode; source exists,31279,A,08d312584c3bf5b703aff53f038e916bcaa76aa2342c8f3f9b75e446cb8d68db
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/preflight.cpython-311.pyc,reproducible bytecode; source exists,18165,A,af5dcb5581c71eee4127aaebbbe2b624f226f7dde9d3df73fd49fb9f99a6c5c2
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/finalize.cpython-311.pyc,reproducible bytecode; source exists,19820,A,2d4231c2e9369962e86d2f4bf9b971c1f8b1dca4f395b3fb1e80a8f1be27c5be
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/worker.cpython-311.pyc,reproducible bytecode; source exists,7454,A,fd89e80a5f594dd42e051a388f8f441ec61dc341a3cd4fddd26fcce9f4af0887
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/ledger.cpython-311.pyc,reproducible bytecode; source exists,26502,A,8d0a97c8014d21c80619150c61419f2c0d1692800b7fa7b9ea385d627bdbc03d
05_src/traffic_simulation/r24_vrptw_structured_worker/__pycache__/execution.cpython-311.pyc,reproducible bytecode; source exists,8453,A,3ad9f2492fe10ce4880b2db82560f7ec2344c8ce0aec0dc3b79b39eb3b68f3a2
05_src/traffic_simulation/r24_vrptw_direct_build_preflight/__pycache__/finalize.cpython-311.pyc,reproducible bytecode; source exists,25591,A,3b9ab84255e8fc69b8e5b745077db1a0fd5c2cb3bdc4bf45a1d282ffe9aabaf3
05_src/traffic_simulation/r24_vrptw_ledger_lock_preflight/__pycache__/checks.cpython-311.pyc,reproducible bytecode; source exists,36940,A,faa367ce1f0501ce1b8b90cfed8dd400b21694d38b3324f8a79664e263390502
